area,perimeter,compactness,elongation,solidity,extent,eccentricity,orientation,fractal_dimension,boundary_roughness,convexity_defects,shape_complexity,texture_contrast,texture_homogeneity,texture_energy,texture_correlation,mean_curvature,curvature_variance,max_curvature,curvature_peaks,multi_scale_area,multi_scale_perimeter,multi_scale_complexity
0.6850209388658267,0.34654559137327773,0.4922690641915681,1.2108952100210513,0.0905311649300012,0.17689868097067724,0,-0.835796348802616,-0.43068108149202144,-0.8662564771314893,1.0638297872340425,0.9748730621900834,-0.473204333056151,-0.6879140823435794,-0.6657090063456284,0.27404749184647187,0.05613186347393665,-0.1154769320761725,0,0.18383658969804617,0.7152107086017837,0.41019330701200046,0.9384098671671716
-0.32904193259331055,0.005474875083084212,-0.44267765783775326,-0.1994530285959545,-0.7847458412987219,-0.719646652602009,0,0.3336576057922361,-0.2286120394563638,0.24948032754553054,0.3829787234042553,0.29456447355079696,0.29815489554857194,0.5049438184889784,0.5481501581258924,-0.7594066278191743,2.406205098057775,1.6732709026838384,0,1.5319715808170515,-0.33936650775476956,0.04143951792616292,0.25763242880816234
1.1692664996433992,0.23456465534944432,1.1283795483961954,1.4736593111263832,0.6542499798561241,1.012076128650276,0,-0.2328041241044473,-0.43068108149202144,-1.648589769801322,5.23404255319149,5.862492902048311,-0.710537825493055,-0.9747032404137307,-1.1901642821498004,0.37254845278819854,3.582081031831931,4.175028641738513,0,1.0630550621669628,1.215995741708925,0.2637111636063635,4.20342431100186
-0.23786185834720114,-0.4198343580063031,-0.07088943919653272,0.06068169737025718,0.1904832618160221,-0.12859330721802437,0,-0.4299004576155975,0.02855315800682466,0.041956414151626056,0.46808510638297873,0.38500913658294,0.027548414667638955,0.3022641624232275,0.34461434708598776,-0.08449715410221209,-0.015411968090364814,0.039401318244647494,0,-0.08259325044404973,-0.24748458959469427,-0.3970799208584441,0.3785590148019075
-0.2098824131814275,0.4008457667743243,-0.4858622705984444,-0.25607589398768466,-0.06329043558183653,0.27581737586810295,0,-0.4514415805694884,0.583528002525489,-0.04113654286701156,0.723404255319149,0.7056913704156196,0.19329909170879522,0.2582923379506785,0.3072780763841691,-0.25356821933657797,2.5921440912635845,1.8321552560406993,0,1.5763765541740675,-0.21369690755900253,0.3998096816854246,0.7962423461189383
-0.0397747014611488,-0.04357470955738178,-0.05528887611560933,0.3854780635618629,-0.011977789252715447,0.4426682398734213,0,-0.20303876055860154,0.14686124411992982,-0.34323412838223816,0.2127659574468085,0.043619735571517944,-0.2404785879936333,0.1337747504663152,0.1389603267296918,0.04141243519040131,0.7895808341329797,0.2270370675268472,0,1.0239786856127886,-0.041500476021212866,-0.07005153961239437,0.06916853139273477
-0.21657553535833807,-0.32765860828265425,-0.10335809923129523,-0.4525355455418798,0.012825303631197684,0.9023957509094449,0,-0.37384995920330294,0.48926563863382977,0.39341457955172565,-0.6382978723404256,-0.8749040693917715,0.13578076625850455,0.4122330481216014,0.3228573692929893,-0.12771101207332033,-0.2769747432069261,-0.18787522447983682,0,-0.3650088809946714,-0.22761494617298594,-0.507378383322593,-1.0128630286446658
-0.47021926375656053,-0.4672803825289251,-0.3915687819082805,-0.5545637913063398,-0.06768724289113481,-0.3226157238641119,0,0.1954015877444154,0.241906157119021,0.22949737472108805,-0.1276595744680851,-0.29517607937861323,0.18046400779392913,0.561747972040535,0.5979350573321015,-0.5307406032593099,-0.09022445127744726,-0.12302358949117256,0,-0.09325044404973357,-0.489271214202401,-0.4766318048311903,-0.035618945133074384
0.8632847502880237,0.2581396031758694,0.7641505055999829,0.6931618976041182,0.6353294408986995,0.5172724085826549,0,0.3676854362600732,-0.43068108149202144,-0.8942458003813895,0.8936170212765957,0.7688006184079255,-0.465732582974409,-0.8299784450903971,-0.85896099053457,0.31819921670037465,-0.29781784157978863,-0.23053378897933824,0,-0.35790408525754885,0.8994103767265816,0.2929205500443741,0.7269901490448797
-1.0654682442440977,-0.3442270104046418,-1.314362921272434,-0.9956078259243708,-3.335037768304694,-1.5134539326887257,0,-0.05034510854022531,5.585316856235791,0.7487185874775262,-0.46808510638297873,-0.40055048530364423,3.828410350996697,1.3438148024233616,1.245873764176736,-15.056701401403325,0.946626814264798,0.3741761837444853,0,1.0701598579040852,-1.1060803895336064,-0.3190577308532783,-0.39505473299662325
